Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
46984,209.0,39.9,61389.0,33447.0,22.0,10.526315789473685
46126,5217.0,37.4,67730.0,29239.0,458.0,8.778991757715161
46998,167.0,52.7,47344.0,24850.0,12.0,7.18562874251497
46001,9948.0,45.6,54913.0,26272.0,1764.0,17.732207478890228
46012,19394.0,42.0,44487.0,24658.0,3392.0,17.4899453439208
46030,2813.0,50.6,53654.0,31881.0,288.0,10.238179879132598
46290,190.0,39.9,250001.0,159758.0,16.0,8.421052631578947
46143,56217.0,36.1,70944.0,33593.0,4397.0,7.821477489015778
46148,5526.0,37.6,56266.0,23365.0,765.0,13.843648208469055
46312,28448.0,33.6,31907.0,16510.0,9183.0,32.279949381327334
46376,263.0,33.3,46750.0,20797.0,54.0,20.53231939163498
46383,41698.0,37.3,62333.0,32275.0,4434.0,10.633603530145331
46394,12358.0,38.7,49239.0,24642.0,1981.0,16.03010195824567
46402,6436.0,36.5,18504.0,14749.0,2926.0,45.46302050963331
46407,11345.0,37.6,22008.0,13585.0,4779.0,42.124283825473775
47340,2848.0,40.2,50694.0,24868.0,346.0,12.148876404494382
47351,507.0,26.8,56042.0,15277.0,109.0,21.499013806706113
47374,45489.0,41.0,41324.0,25039.0,7763.0,17.0656642265163
47383,3098.0,43.9,62330.0,29575.0,200.0,6.455777921239509
47393,1730.0,38.1,72750.0,24950.0,230.0,13.294797687861271
47406,3786.0,19.2,-666666666.0,2617.0,0.0,0.0
47427,728.0,51.5,47813.0,22819.0,47.0,6.456043956043956
46913,1193.0,49.0,62639.0,30651.0,33.0,2.766135792120704
46958,594.0,52.2,58594.0,29460.0,0.0,0.0
46985,1538.0,35.5,49013.0,22838.0,205.0,13.328998699609883
46987,978.0,46.5,56850.0,25649.0,88.0,8.997955010224949
46988,1026.0,39.5,44219.0,27134.0,209.0,20.37037037037037
46990,735.0,36.5,54728.0,22377.0,7.0,0.9523809523809523
46991,1637.0,43.0,58281.0,26231.0,303.0,18.509468540012218
46992,16352.0,43.9,48315.0,26384.0,2004.0,12.255381604696673
46996,6369.0,44.1,43478.0,24187.0,988.0,15.512639346836238
46201,29807.0,35.0,29313.0,18027.0,10133.0,33.99537021505016
46225,6354.0,36.4,34962.0,18860.0,1196.0,18.822788794460184
46234,27670.0,36.7,75371.0,33291.0,1593.0,5.7571376942537045
46250,19001.0,34.3,56487.0,40162.0,1098.0,5.778643229303721
46303,14644.0,35.8,68259.0,32159.0,1387.0,9.471455886369844
46327,11631.0,33.5,45921.0,18668.0,3496.0,30.057604677155876
46340,815.0,48.2,60694.0,31704.0,45.0,5.521472392638037
46341,10330.0,38.6,71641.0,29972.0,670.0,6.48596321393998
46346,1319.0,40.3,40938.0,18278.0,191.0,14.480667172100075
46350,42654.0,41.2,52462.0,27771.0,6263.0,14.683265344399118
46360,43684.0,39.9,43816.0,23739.0,8607.0,19.702866037908617
46365,793.0,61.0,58603.0,36148.0,0.0,0.0
46229,28755.0,35.8,47903.0,23935.0,5110.0,17.770822465658146
46235,32327.0,29.1,36166.0,18086.0,9192.0,28.434435611099083
46381,92.0,58.2,38542.0,28005.0,15.0,16.304347826086957
46311,21627.0,43.7,85754.0,38986.0,912.0,4.216951033430434
46321,22840.0,45.2,81234.0,41073.0,991.0,4.338879159369527
46379,134.0,40.5,-666666666.0,55765.0,0.0,0.0
46382,1705.0,46.7,78750.0,34480.0,55.0,3.225806451612903
46390,3085.0,43.9,73029.0,31487.0,190.0,6.158833063209076
46392,7940.0,41.0,64145.0,28324.0,684.0,8.614609571788414
46405,11455.0,34.9,40859.0,17832.0,2904.0,25.351374945438675
46508,158.0,45.2,38750.0,15644.0,45.0,28.481012658227847
46524,2353.0,30.9,49006.0,22630.0,141.0,5.992350191245219
46534,11453.0,39.8,48676.0,21755.0,1962.0,17.13088273814721
46562,5295.0,41.4,54048.0,26320.0,658.0,12.42681775259679
46563,23820.0,40.5,51687.0,24436.0,3045.0,12.78337531486146
46615,12919.0,37.1,41069.0,23511.0,2590.0,20.047991330598343
46506,9692.0,38.4,63958.0,26360.0,1048.0,10.81304168386298
46507,9306.0,39.0,67583.0,32218.0,683.0,7.339350956372233
46517,26177.0,35.5,49618.0,20794.0,4884.0,18.657600183367077
46628,27159.0,36.5,42103.0,24709.0,5836.0,21.488272764092933
46710,4225.0,40.4,68500.0,31887.0,167.0,3.9526627218934913
46732,3660.0,30.5,55508.0,19213.0,390.0,10.655737704918034
46741,4591.0,33.4,59069.0,23522.0,404.0,8.799825746024831
46742,3613.0,43.0,62284.0,28581.0,583.0,16.136174923885967
46743,2202.0,34.3,58056.0,23690.0,244.0,11.080835603996366
46765,5472.0,38.9,92232.0,33483.0,203.0,3.709795321637427
46799,232.0,36.5,38375.0,18843.0,13.0,5.603448275862069
46814,12438.0,38.3,119432.0,59630.0,746.0,5.99774883421772
46818,20746.0,37.5,59766.0,27639.0,2012.0,9.698255085317651
46347,4852.0,42.4,76094.0,33714.0,225.0,4.637262984336356
46371,3354.0,39.3,78253.0,28077.0,359.0,10.703637447823494
46069,7415.0,41.3,55360.0,32884.0,595.0,8.024275118004045
46016,17996.0,34.3,28340.0,15368.0,6324.0,35.1411424761058
46307,62274.0,41.4,82259.0,34831.0,3387.0,5.438866942865402
46816,19219.0,32.3,35632.0,19882.0,4114.0,21.405900411051565
46825,29331.0,35.7,55086.0,29107.0,2732.0,9.31437728001091
46911,1308.0,42.2,54450.0,28096.0,76.0,5.81039755351682
46926,1471.0,45.8,56029.0,29058.0,120.0,8.157715839564922
47280,934.0,28.9,75395.0,19854.0,115.0,12.312633832976445
47337,177.0,29.9,47857.0,19706.0,24.0,13.559322033898304
47846,552.0,48.3,58313.0,29876.0,0.0,0.0
47853,110.0,34.6,52500.0,26644.0,0.0,0.0
47854,722.0,45.8,64000.0,27904.0,40.0,5.54016620498615
47868,3080.0,46.5,43150.0,21733.0,647.0,21.006493506493506
47901,3702.0,27.9,34981.0,22497.0,1003.0,27.093462992976768
47906,75899.0,22.6,46594.0,23804.0,20150.0,26.54843937337778
47921,1214.0,36.4,43500.0,19136.0,418.0,34.43163097199341
47932,5001.0,42.6,55942.0,30370.0,506.0,10.117976404719057
47940,1742.0,38.0,60982.0,26094.0,62.0,3.5591274397244548
47546,21137.0,40.9,59603.0,31854.0,2129.0,10.072384917443346
47025,22710.0,41.2,66241.0,29690.0,2263.0,9.964773227653016
47141,1650.0,39.8,58818.0,29422.0,51.0,3.090909090909091
47232,3284.0,42.7,58766.0,22379.0,763.0,23.233861144945188
47429,8819.0,40.5,60208.0,30806.0,883.0,10.012473069509015
47611,1559.0,42.2,60833.0,28438.0,120.0,7.6972418216805645
47992,1640.0,42.6,74674.0,40078.0,114.0,6.951219512195122
47040,5025.0,48.2,52967.0,27641.0,334.0,6.646766169154229
47161,3197.0,46.4,59844.0,27706.0,506.0,15.827338129496402
47150,47857.0,39.4,52077.0,28488.0,6699.0,13.997952232693232
47250,21984.0,42.0,48827.0,27611.0,3311.0,15.060953420669579
47711,32357.0,41.1,51645.0,27885.0,4533.0,14.009333374540285
47725,17267.0,39.2,88602.0,45895.0,619.0,3.5848728789019515
47802,35054.0,37.9,45376.0,26721.0,4750.0,13.550522051691676
47837,1180.0,37.8,34671.0,23429.0,292.0,24.74576271186441
47858,657.0,32.7,63971.0,45085.0,81.0,12.32876712328767
47865,317.0,22.1,42132.0,15007.0,3.0,0.9463722397476341
47917,568.0,34.2,43487.0,18216.0,51.0,8.97887323943662
47925,197.0,29.6,38036.0,15053.0,0.0,0.0
47963,1949.0,45.0,51629.0,28386.0,142.0,7.285787583376091
47967,564.0,46.0,43125.0,21877.0,20.0,3.5460992907801416
47974,1138.0,48.3,52898.0,30942.0,151.0,13.268892794376098
47978,11324.0,38.9,57389.0,26171.0,1185.0,10.464500176616037
47283,3227.0,40.9,45300.0,24279.0,362.0,11.217849395723583
47243,6053.0,32.5,51921.0,21058.0,526.0,8.689905831818933
47362,30010.0,42.6,44797.0,22761.0,4573.0,15.238253915361547
47106,4788.0,42.7,64215.0,30073.0,606.0,12.656641604010025
47670,12066.0,39.9,49651.0,25261.0,1370.0,11.35421846510857
47930,1374.0,36.3,58583.0,27349.0,130.0,9.461426491994178
47665,3681.0,41.0,52500.0,26370.0,457.0,12.415104591143711
47872,8770.0,41.2,47500.0,22266.0,982.0,11.197263397947548
47123,80.0,67.7,29345.0,21424.0,12.0,15.0
47227,2308.0,46.1,58105.0,24331.0,112.0,4.852686308492201
47467,117.0,5.6,-666666666.0,,0.0,0.0
47525,276.0,55.0,29141.0,31142.0,7.0,2.536231884057971
47637,1254.0,45.8,56364.0,26154.0,116.0,9.250398724082935
47918,5803.0,44.0,48910.0,28143.0,871.0,15.009477856281233
47433,3902.0,44.9,57188.0,28914.0,426.0,10.917478216299333
47535,823.0,43.2,47500.0,22022.0,54.0,6.561360874848116
47635,5529.0,45.9,51029.0,25754.0,618.0,11.177428106348344
47989,1353.0,40.1,58442.0,25633.0,117.0,8.647450110864744
47514,1668.0,36.2,49750.0,5960.0,15.0,0.8992805755395683
47515,821.0,43.5,56042.0,33656.0,72.0,8.76979293544458
47521,639.0,25.4,82049.0,29883.0,0.0,0.0
47523,3316.0,42.9,51087.0,24766.0,287.0,8.655006031363088
47551,923.0,32.8,71364.0,33029.0,105.0,11.375947995666305
47557,1803.0,35.1,59688.0,26533.0,200.0,11.092623405435386
47567,6117.0,44.3,54104.0,27426.0,573.0,9.367336929867582
47575,1177.0,45.0,67941.0,29616.0,247.0,20.985556499575193
47436,1410.0,46.0,43160.0,23065.0,196.0,13.900709219858156
47456,1522.0,44.9,54000.0,21255.0,191.0,12.54927726675427
47459,3860.0,40.1,55223.0,23416.0,483.0,12.512953367875648
47512,4015.0,39.3,42464.0,21740.0,939.0,23.387297633872976
47532,4499.0,47.4,69875.0,29476.0,252.0,5.601244721049122
47541,1173.0,39.3,70750.0,27901.0,134.0,11.423699914748507
47579,2577.0,43.3,72917.0,33617.0,142.0,5.510283275126116
47591,25416.0,37.2,45104.0,24322.0,4325.0,17.0168397859616
47613,3156.0,39.2,74625.0,29541.0,241.0,7.636248415716096
47620,13120.0,41.8,58693.0,30320.0,1809.0,13.788109756097562
47660,4897.0,39.0,49291.0,25611.0,496.0,10.128650193996325
47017,439.0,50.0,68750.0,32932.0,63.0,14.350797266514807
47024,3340.0,32.9,52315.0,20108.0,600.0,17.964071856287426
47035,210.0,58.5,-666666666.0,15594.0,124.0,59.04761904761905
47117,4363.0,41.7,60223.0,23667.0,465.0,10.657804263121704
47125,1646.0,44.9,49293.0,23921.0,147.0,8.930741190765492
47165,6330.0,45.1,51753.0,26052.0,588.0,9.289099526066352
47201,44127.0,36.6,58605.0,31029.0,5766.0,13.0668298320756
47001,10264.0,45.0,56445.0,29765.0,1454.0,14.16601714731099
47010,249.0,31.5,23667.0,16927.0,90.0,36.144578313253014
47011,839.0,36.3,58789.0,26081.0,251.0,29.916567342073897
47012,9959.0,41.9,52879.0,26642.0,654.0,6.566924389998996
47016,949.0,49.7,78828.0,28357.0,20.0,2.107481559536354
47023,1691.0,36.3,58083.0,25458.0,99.0,5.854523950325252
47115,2874.0,48.5,45260.0,25794.0,359.0,12.491301322199027
47130,46299.0,38.6,54728.0,28646.0,4768.0,10.298278580530898
47140,2489.0,43.2,38510.0,19355.0,576.0,23.141824025713138
47162,673.0,53.2,52700.0,24577.0,9.0,1.337295690936107
47226,231.0,35.6,67708.0,61785.0,4.0,1.7316017316017316
47220,5803.0,40.4,53250.0,23294.0,1077.0,18.559365845252454
47231,794.0,39.4,50000.0,26643.0,161.0,20.277078085642316
47235,1516.0,36.7,62629.0,19088.0,294.0,19.393139841688654
47265,20476.0,38.8,47747.0,23144.0,3217.0,15.71107638210588
47273,1737.0,38.3,53750.0,24050.0,175.0,10.074841681059297
47344,128.0,17.4,41875.0,14679.0,23.0,17.96875
47361,214.0,42.3,55625.0,22377.0,64.0,29.906542056074766
47390,4966.0,41.3,37731.0,19610.0,999.0,20.116794200563834
47955,958.0,37.4,57738.0,24078.0,100.0,10.438413361169102
47980,1002.0,51.0,63313.0,37672.0,78.0,7.7844311377245505
47338,2682.0,39.5,52024.0,23174.0,415.0,15.473527218493661
47341,2339.0,39.4,60000.0,31057.0,189.0,8.08037622915776
47348,9226.0,43.1,42432.0,25018.0,1194.0,12.941686538044657
47360,1333.0,43.0,63281.0,31035.0,179.0,13.428357089272318
47832,976.0,54.0,75909.0,30485.0,86.0,8.811475409836065
47982,195.0,50.8,58750.0,27464.0,10.0,5.128205128205129
47987,4045.0,42.7,50698.0,24172.0,400.0,9.88875154511743
47990,1836.0,36.5,55027.0,22801.0,97.0,5.283224400871459
47997,118.0,33.3,71875.0,28776.0,13.0,11.016949152542374
47368,2935.0,45.2,53011.0,26057.0,355.0,12.095400340715502
47381,193.0,27.0,33125.0,15296.0,68.0,35.233160621761655
47451,1184.0,43.3,45063.0,25544.0,254.0,21.4527027027027
47460,10916.0,45.6,48664.0,24830.0,1519.0,13.915353609380725
47462,4367.0,32.3,65818.0,26112.0,403.0,9.228303182963133
47516,1330.0,40.7,63628.0,29176.0,47.0,3.5338345864661656
47610,5028.0,36.9,54212.0,24354.0,698.0,13.882259347653143
47612,737.0,48.3,52159.0,26861.0,73.0,9.905020352781547
47619,1684.0,44.5,58250.0,30028.0,161.0,9.560570071258907
47970,1830.0,39.2,46534.0,27894.0,242.0,13.224043715846994
47981,929.0,34.8,79167.0,42160.0,127.0,13.670613562970937
47983,254.0,23.5,59900.0,21361.0,0.0,0.0
47631,2101.0,52.4,61667.0,30834.0,76.0,3.61732508329367
47639,4261.0,37.9,86103.0,35516.0,134.0,3.1448016897441917
47640,1073.0,50.0,50069.0,27915.0,75.0,6.989748369058714
47879,3417.0,33.4,44039.0,20999.0,452.0,13.227977758267485
47882,7786.0,45.3,43301.0,24612.0,965.0,12.39404058566658
47884,157.0,43.6,36667.0,20400.0,30.0,19.10828025477707
47923,3337.0,38.9,59485.0,29961.0,160.0,4.79472580161822
47942,666.0,44.9,58472.0,27553.0,116.0,17.41741741741742
47950,894.0,37.5,61985.0,26854.0,16.0,1.7897091722595078
47954,2380.0,40.1,64119.0,26586.0,262.0,11.008403361344538
47958,179.0,42.8,41250.0,19712.0,8.0,4.4692737430167595
47354,1225.0,41.9,42054.0,28286.0,148.0,12.081632653061224
47358,979.0,41.8,46974.0,33673.0,69.0,7.048008171603677
47975,650.0,40.5,66522.0,39688.0,36.0,5.538461538461538
47977,2235.0,40.5,56750.0,26900.0,203.0,9.082774049217003
47991,958.0,46.3,52857.0,26473.0,179.0,18.684759916492695
47969,152.0,36.5,55000.0,24608.0,26.0,17.105263157894736
47995,1732.0,37.5,71293.0,27476.0,99.0,5.715935334872979
47006,11499.0,42.3,61588.0,32446.0,914.0,7.948517262370641
47031,5353.0,41.3,56154.0,27594.0,366.0,6.83728750233514
47037,4534.0,38.0,54265.0,22032.0,691.0,15.240405822673136
47042,4207.0,45.1,55660.0,27245.0,593.0,14.095555027335394
47108,2249.0,37.7,45975.0,21909.0,417.0,18.54157403290351
47111,16612.0,37.9,60898.0,27836.0,1562.0,9.402841319528052
47129,19669.0,40.4,40549.0,23227.0,2861.0,14.54573186232142
47160,113.0,25.0,-666666666.0,14568.0,1.0,0.8849557522123894
47230,1526.0,51.2,50446.0,23227.0,56.0,3.669724770642202
47710,19081.0,39.9,36061.0,22174.0,4571.0,23.955767517425713
47633,2575.0,38.9,44130.0,25051.0,171.0,6.640776699029126
47654,82.0,41.8,58594.0,24910.0,7.0,8.536585365853659
47666,1842.0,38.4,41030.0,22821.0,245.0,13.300760043431053
47833,961.0,46.4,59977.0,33433.0,63.0,6.555671175858481
47834,19215.0,41.3,53104.0,25791.0,2966.0,15.435857403070518
47850,2386.0,42.5,55469.0,26114.0,206.0,8.633696563285834
47859,821.0,41.3,44615.0,20527.0,112.0,13.64190012180268
47863,246.0,42.3,65395.0,25392.0,0.0,0.0
47320,3460.0,48.8,53241.0,29500.0,223.0,6.445086705202312
47327,4626.0,43.1,39482.0,21339.0,722.0,15.607436230004323
47330,5509.0,40.5,57066.0,29410.0,641.0,11.63550553639499
47342,2639.0,43.4,54583.0,27134.0,180.0,6.820765441455096
47346,3945.0,40.7,52500.0,26670.0,406.0,10.291508238276299
47355,2875.0,40.2,46548.0,22390.0,500.0,17.391304347826086
47357,884.0,41.3,50156.0,20641.0,129.0,14.592760180995475
46759,382.0,50.3,49554.0,20162.0,7.0,1.8324607329842932
46764,1353.0,48.0,62929.0,26498.0,83.0,6.134515890613452
46777,6455.0,38.0,68056.0,27267.0,509.0,7.885360185902401
46781,800.0,44.9,62500.0,25151.0,44.0,5.5
46783,6631.0,42.3,81667.0,41750.0,372.0,5.610013572613482
46784,1973.0,47.6,56488.0,32617.0,191.0,9.68068930562595
46794,1732.0,45.4,49909.0,28802.0,102.0,5.8891454965357966
46017,5827.0,44.2,51402.0,24126.0,849.0,14.570104685086665
46032,48853.0,38.3,102143.0,61118.0,2081.0,4.259717929298098
46038,42524.0,34.8,90289.0,42087.0,1743.0,4.098861819207976
46039,520.0,60.3,65125.0,28051.0,33.0,6.346153846153846
46068,2811.0,47.3,64826.0,29473.0,280.0,9.960868018498754
46072,8683.0,43.1,55074.0,29237.0,490.0,5.643210871818496
46103,206.0,29.9,63125.0,18447.0,77.0,37.37864077669903
46104,879.0,52.4,65724.0,30108.0,101.0,11.49032992036405
46105,1877.0,39.2,76250.0,26444.0,134.0,7.13905167820991
46118,4944.0,44.9,68654.0,34579.0,511.0,10.335760517799352
46122,16469.0,38.6,77766.0,32737.0,998.0,6.059870058898537
46123,35617.0,36.6,90960.0,38228.0,1400.0,3.9307072465395736
46140,39638.0,39.5,62523.0,30632.0,3894.0,9.823906352490035
46162,472.0,35.4,38413.0,30126.0,106.0,22.45762711864407
46175,616.0,35.5,51875.0,20226.0,226.0,36.688311688311686
46204,8008.0,31.9,49214.0,40293.0,1275.0,15.921578421578422
46214,24202.0,34.0,47790.0,26462.0,2264.0,9.354598793488142
46216,2099.0,44.3,41546.0,46410.0,304.0,14.483087184373511
46237,38455.0,35.6,64723.0,31416.0,3197.0,8.313613314263424
46256,23513.0,43.5,66804.0,43856.0,1655.0,7.0386594649768215
46304,24906.0,39.8,77655.0,36927.0,1803.0,7.239219465189111
46322,22743.0,41.8,63699.0,32559.0,1844.0,8.107989271424174
46929,2980.0,36.6,50160.0,21487.0,449.0,15.06711409395973
46932,3219.0,48.3,52847.0,26573.0,210.0,6.523765144454799
46943,259.0,22.7,34800.0,17545.0,36.0,13.8996138996139
46974,1882.0,38.9,61121.0,24376.0,203.0,10.786397449521786
46979,4716.0,43.0,80284.0,36959.0,90.0,1.9083969465648856
46301,581.0,64.8,68250.0,69753.0,67.0,11.53184165232358
46323,22185.0,34.3,49565.0,22507.0,4629.0,20.865449628127113
46348,1116.0,37.6,47232.0,26435.0,107.0,9.587813620071685
46406,9554.0,35.1,29933.0,19221.0,3122.0,32.6774126020515
46410,38047.0,37.9,56799.0,27885.0,4589.0,12.061397744894473
46516,31960.0,34.2,46761.0,21837.0,6394.0,20.006257822277846
46537,458.0,41.4,55250.0,23216.0,24.0,5.240174672489083
46538,3854.0,42.4,72574.0,35424.0,263.0,6.824078879086663
46795,6818.0,44.2,65794.0,29051.0,452.0,6.629510120269874
46802,10235.0,32.7,34658.0,21649.0,3033.0,29.63361016121153
46809,8365.0,41.4,38855.0,23794.0,977.0,11.67961745367603
46933,6164.0,38.8,42822.0,20322.0,1012.0,16.417910447761194
46939,1716.0,49.3,38438.0,25646.0,146.0,8.508158508158509
46941,994.0,46.3,54922.0,25475.0,199.0,20.020120724346075
46946,24.0,73.5,-666666666.0,15213.0,0.0,0.0
46959,586.0,44.4,23544.0,20229.0,172.0,29.351535836177476
46961,121.0,35.7,31979.0,27117.0,10.0,8.264462809917354
46962,9152.0,40.0,52197.0,23152.0,1189.0,12.991695804195805
46978,2012.0,40.2,57083.0,24672.0,249.0,12.375745526838966
47431,1586.0,46.8,52799.0,26438.0,271.0,17.08701134930643
47446,10569.0,40.2,52853.0,23057.0,1082.0,10.237486990254517
47455,82.0,33.4,-666666666.0,22723.0,0.0,0.0
47513,2527.0,37.9,52313.0,23523.0,399.0,15.789473684210526
47529,1057.0,37.7,39569.0,20023.0,103.0,9.744560075685904
46960,996.0,48.5,50129.0,32783.0,113.0,11.345381526104418
47531,701.0,49.4,40954.0,24645.0,108.0,15.406562054208274
47720,17589.0,45.4,62057.0,32348.0,1766.0,10.040366137927114
47803,20593.0,35.6,51917.0,29400.0,2458.0,11.936094789491575
47807,12313.0,28.5,21288.0,13390.0,5070.0,41.17599285308211
47424,8842.0,48.0,54159.0,27517.0,1036.0,11.716806152454195
47449,315.0,52.6,32273.0,18658.0,45.0,14.285714285714286
47468,1539.0,50.8,58015.0,33534.0,153.0,9.941520467836257
47359,2941.0,45.7,43958.0,24981.0,276.0,9.384563073784427
47371,12336.0,40.9,47068.0,23356.0,1791.0,14.518482490272374
47247,183.0,38.7,78750.0,29581.0,34.0,18.579234972677597
47263,245.0,37.3,45625.0,19613.0,28.0,11.428571428571429
47303,25545.0,29.3,33587.0,20667.0,8022.0,31.403405754550793
47305,3518.0,39.6,25057.0,17670.0,1344.0,38.20352472996021
47334,3267.0,42.8,59167.0,29993.0,313.0,9.58065503520049
47345,1475.0,41.4,63087.0,24247.0,170.0,11.525423728813559
47352,1064.0,37.3,41736.0,19099.0,123.0,11.56015037593985
47885,8994.0,43.0,45838.0,26933.0,1199.0,13.331109628641316
47933,27661.0,41.0,51370.0,26506.0,2773.0,10.024944868226022
47951,2265.0,44.5,50769.0,25685.0,401.0,17.70419426048565
47960,14559.0,48.2,52838.0,29436.0,1231.0,8.45525104746205
47965,609.0,35.9,62917.0,25971.0,51.0,8.374384236453203
47966,378.0,46.5,48906.0,21668.0,41.0,10.846560846560847
47971,1961.0,40.3,57500.0,24733.0,200.0,10.198878123406425
47118,3150.0,44.3,42614.0,22442.0,433.0,13.746031746031745
47122,10910.0,38.8,73375.0,32418.0,438.0,4.014665444546288
47135,1077.0,53.0,72226.0,33413.0,47.0,4.36397400185701
47170,14673.0,40.7,47380.0,24425.0,1798.0,12.253799495672324
47172,17806.0,36.7,77362.0,33761.0,901.0,5.060092103785241
47177,1092.0,41.1,51875.0,23366.0,322.0,29.487179487179485
47203,27320.0,39.9,59337.0,31848.0,3333.0,12.199853587115665
47336,3142.0,42.5,39143.0,23277.0,533.0,16.963717377466583
47339,499.0,43.5,38438.0,23979.0,47.0,9.418837675350701
47356,5252.0,46.5,55542.0,28222.0,624.0,11.881188118811881
47373,2468.0,44.3,42679.0,21950.0,391.0,15.842787682333874
47384,1851.0,39.0,63456.0,27149.0,147.0,7.941653160453809
47387,793.0,35.9,46220.0,21304.0,158.0,19.92433795712484
47401,43407.0,31.7,50844.0,35080.0,9471.0,21.81906144170295
47404,23466.0,30.4,39424.0,23347.0,7224.0,30.78496548197392
47420,446.0,35.3,68194.0,16820.0,150.0,33.63228699551569
47438,4416.0,39.6,49792.0,23807.0,496.0,11.231884057971014
47465,480.0,49.0,45850.0,17623.0,121.0,25.208333333333332
47469,1800.0,40.3,52500.0,23593.0,271.0,15.055555555555555
47501,18001.0,39.1,47391.0,23454.0,2616.0,14.532525970779401
47527,1572.0,40.6,55250.0,26241.0,136.0,8.651399491094148
47552,294.0,52.8,-666666666.0,207327.0,0.0,0.0
47561,1663.0,39.3,54868.0,23915.0,194.0,11.665664461815995
47562,4827.0,33.3,49509.0,21212.0,467.0,9.674746219183758
47580,427.0,37.3,-666666666.0,28905.0,13.0,3.0444964871194378
47581,3853.0,46.0,48520.0,25751.0,556.0,14.430314041007007
47586,10878.0,42.7,50256.0,25801.0,1447.0,13.302077587791873
47916,62.0,23.5,-666666666.0,13115.0,25.0,40.32258064516129
47920,2498.0,41.7,76071.0,33644.0,61.0,2.4419535628502804
47929,710.0,39.7,63125.0,26459.0,52.0,7.323943661971831
47944,3412.0,44.1,43320.0,24589.0,501.0,14.683470105509965
47137,1607.0,46.3,36131.0,19957.0,297.0,18.48164281269446
47112,16246.0,39.4,59250.0,29074.0,1621.0,9.977840699249047
47126,4821.0,40.1,70556.0,30027.0,299.0,6.202032773283551
47138,4892.0,43.3,63673.0,26666.0,244.0,4.987735077677842
47142,1091.0,41.5,52704.0,22780.0,7.0,0.6416131989000916
47145,2024.0,39.7,55375.0,23837.0,277.0,13.685770750988143
47147,1131.0,35.0,48214.0,21138.0,181.0,16.003536693191865
47166,1540.0,44.1,44159.0,24089.0,308.0,20.0
47224,642.0,37.4,45136.0,15881.0,162.0,25.233644859813083
47244,737.0,39.3,49659.0,23775.0,157.0,21.30257801899593
47274,30970.0,38.1,49644.0,24801.0,4684.0,15.12431385211495
47020,1192.0,31.3,44750.0,23932.0,472.0,39.59731543624161
